label,proba
0,0.05382829316999363
0,0.09756153824683436
0,0.0
0,0.000961539862391404
0,0.32197571865571684
0,0.0
0,0.0
0,0.0
0,0.00029827788920886225
0,0.10912786602266031
0,0.0
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.0012929871784967905
0,0.0
0,0.3452777218109565
0,0.0
0,0.0012895887078086003
0,0.0
0,0.0012895887078086003
0,0.0
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.0012929871784967905
0,0.0
0,0.0
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.0012895887078086003
0,0.3470439141731099
0,0.0
0,0.0012895887078086003
0,0.0
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.41672477162411864
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016771029210557883
0,0.0
1,0.6500548889240065
0,0.0
0,0.0012929871784967905
0,0.0
0,0.0
0,0.0
0,0.0012895887078086003
0,0.0
0,0.0
0,0.0
0,0.00030791859558036526
1,0.5820297511251867
0,0.0
0,0.0012895887078086003
0,0.0
0,0.0
0,0.4054855866292825
0,0.0
0,0.0012895887078086003
0,0.0
0,0.0
0,0.0012895887078086003
0,0.0
0,0.3774342239677955
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.016771029210557883
1,0.5312981997101771
0,0.0
0,0.016775211319655866
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0009056049966514895
0,0.0
0,0.0
0,0.0008856059132949967
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0008856059132949967
0,0.3873230490603749
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.00029827788920886225
0,0.46823178446940056
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0012895887078086003
0,0.0
0,0.0
0,0.0
0,0.0012895887078086003
0,0.0
0,0.016771029210557883
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
1,0.5209386759289173
0,0.0
0,0.00030791859558036526
0,0.0
0,0.016775211319655866
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016771029210557883
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.0008856059132949967
0,0.0
0,0.016771029210557883
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016775211319655866
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0008897880223929797
0,0.0
0,0.4707466857878512
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0008856059132949967
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.00032390580581217977
0,0.0
0,0.0
0,0.35825649856704034
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.0008897880223929797
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00040302249589038095
0,0.0
0,0.016775211319655866
0,0.0
0,0.0008856059132949967
0,0.0
0,0.016775211319655866
1,0.6368799326175487
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.4574921352355055
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.00030791859558036526
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
1,0.778606873857873
0,0.0
0,0.016771029210557883
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.0
0,0.0
0,0.016771029210557883
0,0.3853908703576901
0,0.0
0,0.0
0,0.0008856059132949967
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016775211319655866
0,0.0
0,0.016771029210557883
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0008897880223929797
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016775211319655866
0,0.4412972815174541
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
1,0.5110027038852775
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.00029827788920886225
1,0.690106592203761
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016775211319655866
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016771029210557883
1,0.5342373612395019
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0008856059132949967
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.0008856059132949967
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016771029210557883
0,0.0
0,0.0008856059132949967
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.00030791859558036526
0,0.44536957046307074
0,0.0
0,0.00041266320226188396
0,0.0
0,0.2
0,0.0
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.0
0,0.016771029210557883
1,0.52
0,0.0
1,0.5380569667033134
0,0.0
1,0.6130756333396162
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0008856059132949967
0,0.0
0,0.00030791859558036526
0,0.0
0,0.016775211319655866
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.0
0,0.34741382417507216
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0009649383330795941
0,0.0
0,0.0
1,0.7013211398790864
0,0.0
0,0.0
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.4381663178205341
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.016775211319655866
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.0008897880223929797
0,0.0
0,0.00029827788920886225
0,0.0
0,0.0010355759987085078
0,0.4922324545561757
0,0.0
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.016775211319655866
0,0.0
0,0.016771029210557883
0,0.0
0,0.3156009801050611
0,0.0
0,0.0
1,0.7623503129736653
0,0.0
0,0.016775211319655866
0,0.0
0,0.016771029210557883
0,0.0
0,0.0012394116121769592
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00030791859558036526
0,0.3593689705392766
0,0.0
0,0.00029827788920886225
0,0.0
0,0.00040302249589038095
0,0.0
0,0.016775211319655866
0,0.0
0,0.0009056049966514895
0,0.0
0,0.00041266320226188396
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0008897880223929797
0,0.0
0,0.0
0,0.0008856059132949967
0,0.3835414334404705
0,0.0
0,0.0
0,0.0008856059132949967
1,0.6000295594581293
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.016771029210557883
0,0.0
0,0.016771029210557883
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0
1,0.5060066005357278
0,0.0
0,0.0
0,0.00029827788920886225
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.0008856059132949967
0,0.0
0,0.0008856059132949967
0,0.0
0,0.016775211319655866
0,0.0
0,0.0
0,0.48489579319085563
0,0.0
0,0.016775211319655866
0,0.0
0,0.37230493222627103
0,0.0
0,0.0
0,0.0
0,0.0
0,0.016771029210557883
0,0.0
0,0.0
0,0.00030791859558036526
0,0.0
0,0.0
0,0.0
0,0.0008856059132949967
0,0.0
